SensorID,Location,SensorType,ReadingTime,Value,Unit,Status,MaintenanceRequired,LastMaintenanceDate
838485c1-511b-4b25-9061-abd8e2703bcb,Rebecca Underpass,Noise Level,2024-01-16 18:05:42,34.92,dB,Inactive,No,2024-04-02
ab7d9741-5f1e-44f8-aee8-56144a300740,Mary Circle,Temperature,2024-03-16 23:12:17,49.32,°C,Inactive,No,N/A
47d47749-29d8-480a-8de6-95cab52d70fd,Brittany Mountain,Temperature,2024-08-12 18:41:09,48.22,°C,Active,Yes,N/A
1c8c4ef6-1eef-4074-910f-2f02f008034b,Alyssa Flat,Noise Level,2024-05-28 08:56:30,42.71,dB,Active,Yes,N/A
99919170-bc19-4038-b01a-112f43d04bb7,Michael Road,Traffic Flow,2024-03-25 20:41:15,64.4,vehicles/hour,Inactive,No,2024-05-29
20da2674-b05a-46e2-98c6-614501da2fd6,Ruth Lake,Noise Level,2024-03-11 11:58:19,82.61,dB,Faulty,Yes,N/A
ebb49399-489c-4821-b504-f4912ae3d5b9,Smith Lights,Noise Level,2024-01-18 18:13:33,95.5,dB,Active,No,N/A
c7d9fb9f-bc15-457c-b641-6e418e093522,Brian Harbors,Temperature,2024-05-20 09:47:22,30.01,°C,Active,Yes,2024-05-07
e6ce15b6-6345-4977-9f66-2fa5ea86c6a0,Sarah Hills,Temperature,2024-04-30 11:11:45,18.28,°C,Inactive,No,N/A
a14d9b96-b3d3-489d-9a82-72309c7020e2,Jonathan Glens,Noise Level,2024-03-23 15:44:04,66.92,dB,Inactive,No,2024-06-08
f1b7428d-3522-4a99-a963-7bedf0c742d7,Debra Estates,Temperature,2024-06-28 23:38:16,87.27,°C,Inactive,No,N/A
cb25a830-c920-4c5d-8b49-98c1c58a954e,Samantha Station,Temperature,2024-08-22 14:42:15,72.47,°C,Inactive,Yes,N/A
1e43611c-ee2a-4c45-8a1d-1f6ecf7d3523,Francisco Pine,Traffic Flow,2024-01-03 22:57:36,34.0,vehicles/hour,Inactive,No,N/A
7fc1a67e-94d6-44ee-a8fb-f5beced33186,Campbell Village,Energy Consumption,2024-01-30 08:43:46,19.42,kWh,Inactive,Yes,2024-06-23
d89cf0d5-2b21-459d-ae44-04c92cc315ee,Monica Mill,Traffic Flow,2024-07-30 21:34:21,14.21,vehicles/hour,Inactive,No,N/A
5b9c5964-35a6-43d7-adf3-30be1b0936ec,Kelly Gardens,Noise Level,2024-01-31 11:03:36,28.78,dB,Faulty,No,2024-08-23
3860fbaf-5944-4911-9996-27719d378e3c,Maldonado Forges,Temperature,2024-03-05 16:43:40,75.6,°C,Active,No,2024-02-09
71590b35-51d8-4cbe-903b-6eee8f4ddc46,William Rapids,Humidity,2024-03-17 17:11:57,60.08,%,Inactive,Yes,2024-07-09
1f1fd774-c358-419a-baf6-6be24a49bbf1,Contreras Burg,Energy Consumption,2024-01-15 10:28:28,35.97,kWh,Faulty,No,N/A
3d7d9c5b-38fd-44e4-b8aa-beebb944771a,Mark Points,Energy Consumption,2024-06-23 19:45:38,78.75,kWh,Faulty,No,N/A
2e0f9308-efab-40ae-ac72-d9702ec9339a,Maria Lakes,Traffic Flow,2024-03-17 02:16:16,49.94,vehicles/hour,Active,No,N/A
2e8f9f6e-5c4d-4b99-b832-0d73efdb2f46,Burnett Mall,Temperature,2024-01-19 02:02:08,37.82,°C,Inactive,No,2024-08-15
e33803f4-adcc-4c74-8ddd-93e7946ca7c7,Davis Mountain,Noise Level,2024-08-16 20:40:45,32.93,dB,Active,No,N/A
c5e22b37-67b4-46b3-adfa-a74496e58cb8,Jason Circle,Humidity,2024-03-23 21:32:58,53.08,%,Active,Yes,N/A
7bafe0fe-ad1c-403d-8ee8-1e0579ff7367,Leslie Loop,Temperature,2024-06-06 19:56:22,16.68,°C,Faulty,Yes,N/A
a04d2572-4486-4666-ab35-3306561d9dcd,Goodwin Shoal,Noise Level,2024-03-20 03:16:26,91.62,dB,Faulty,No,2024-04-01
2154bc78-80fe-4afc-8e94-151f60324fca,Garrett Highway,Noise Level,2024-02-13 16:43:48,13.74,dB,Active,No,2024-08-16
4bfde894-144b-4123-8b63-8e40224632b1,Brian Shoals,Humidity,2024-01-22 05:15:50,2.79,%,Inactive,No,N/A
778af29d-f743-4b25-add5-45e1713a134c,Ronald Overpass,Air Quality,2024-07-25 13:47:30,51.99,µg/m³,Active,No,N/A
b13cb597-c475-4940-be69-0c93ee8d2b73,Barrera Ranch,Humidity,2024-04-03 05:37:21,63.01,%,Faulty,No,N/A
cc9e7c58-d020-4cbb-be41-d002ee2257a9,Daniel Parkways,Traffic Flow,2024-03-12 19:24:23,36.57,vehicles/hour,Active,Yes,2024-01-24
a77825da-281f-40aa-a50b-2a31c6729b4b,Johnson Manor,Temperature,2024-05-18 23:41:54,43.04,°C,Inactive,No,N/A
c5f68504-77b6-40bc-9c3d-df0fe4ccc464,James Village,Traffic Flow,2024-01-17 13:44:00,84.76,vehicles/hour,Inactive,Yes,N/A
e1a60c5b-cfe1-4fec-8b17-987a88b27e11,Samantha Corners,Traffic Flow,2024-01-29 03:11:59,95.28,vehicles/hour,Faulty,Yes,2024-08-26
f496cae8-8ec1-4954-bd3b-c8d456d8ddda,Kenneth Loop,Noise Level,2024-06-13 06:26:16,99.32,dB,Active,No,2024-06-11
6841394f-34bb-45c9-876c-1f879e088fc2,Alicia Manor,Traffic Flow,2024-02-20 11:10:27,36.86,vehicles/hour,Active,Yes,N/A
73b925b0-9acb-4581-882b-0bc9b0aa95c5,Stephanie Flat,Energy Consumption,2024-08-08 05:16:23,3.78,kWh,Active,Yes,N/A
f5f5939c-0513-4c73-88e8-ef49cae84583,Joan Stravenue,Temperature,2024-08-13 22:28:56,11.43,°C,Active,No,N/A
74783ee7-1498-4eeb-8f87-0340375d2e94,Perez Freeway,Traffic Flow,2024-03-17 23:29:23,62.18,vehicles/hour,Inactive,Yes,2024-05-31
bfc16c9e-a9b6-4523-80fc-a91e58c9deaf,Estrada Coves,Energy Consumption,2024-01-30 00:13:21,92.09,kWh,Active,No,N/A
b65345e7-5616-46c6-9929-1e0516c36f35,Rowe Neck,Temperature,2024-06-30 17:20:31,38.08,°C,Inactive,No,N/A
91b07fcb-d54d-42ab-adf7-087241990138,Leah Shoal,Traffic Flow,2024-08-12 17:17:43,50.65,vehicles/hour,Faulty,No,2024-08-14
fa4d652a-9973-4fb1-8e15-f9e478edbc70,Ramirez Centers,Energy Consumption,2024-03-07 23:43:40,15.68,kWh,Inactive,Yes,2024-02-04
38b73f87-227d-414b-8faf-854b4ba080ce,Patel Pines,Traffic Flow,2024-07-25 13:31:10,43.13,vehicles/hour,Inactive,Yes,2024-07-24
4ea92d2c-638e-4255-8d72-5e1b166da661,Cain Ways,Air Quality,2024-08-27 05:12:49,64.95,µg/m³,Faulty,Yes,N/A
f3a9d1c8-bf48-436e-b753-0e0bbb42acfa,Wood Island,Energy Consumption,2024-08-23 00:09:44,76.99,kWh,Active,No,2024-02-04
16d62abe-b835-4393-a718-e8abe412d836,Ortiz Garden,Temperature,2024-04-28 06:31:44,59.9,°C,Active,No,2024-04-11
f02534c7-c1d2-4c12-86b5-c7ff8ecaf0d2,Michelle Walk,Noise Level,2024-02-05 03:15:01,53.12,dB,Active,Yes,2024-03-26
dc7b5e87-cced-407c-9316-086e151231d1,Powers Mission,Traffic Flow,2024-07-06 14:59:03,30.55,vehicles/hour,Inactive,No,N/A
af0a3e31-a4f9-4808-9fca-a29c7d5a452f,Patel Well,Traffic Flow,2024-03-13 04:41:31,29.82,vehicles/hour,Faulty,Yes,N/A
b263583a-07dc-46de-89c4-256f49200180,Crystal Burgs,Energy Consumption,2024-06-30 21:40:12,29.09,kWh,Active,No,2024-03-08
aafaaea4-1b86-4ab1-8a5a-bc38cfb2c5e9,Juan Station,Energy Consumption,2024-07-07 09:17:53,12.79,kWh,Inactive,No,N/A
3a632122-7570-4e32-9a97-28e9f93b0f1b,Angela Overpass,Traffic Flow,2024-08-29 14:49:10,23.75,vehicles/hour,Inactive,Yes,2024-01-13
47092319-5dae-41f0-97c4-5550ba638e48,George Oval,Energy Consumption,2024-07-25 00:12:18,70.11,kWh,Active,Yes,2024-02-09
04651647-83f8-4c98-81f5-4dde78994543,Ashley Summit,Humidity,2024-04-29 11:29:35,3.08,%,Faulty,Yes,2024-02-25
6ebda3fa-39dc-44f9-b752-2347a9fa9de1,Michael Route,Noise Level,2024-01-23 07:26:56,80.92,dB,Inactive,Yes,N/A
3e7a714b-0c20-4497-9bc1-268a1c792be6,Mark Streets,Air Quality,2024-04-09 22:32:08,3.83,µg/m³,Faulty,No,2024-08-20
d524abdf-ca59-4170-98f6-e07e895617ef,Long Ford,Energy Consumption,2024-05-11 00:52:58,49.58,kWh,Faulty,Yes,2024-06-10
6f89a24b-ffee-4b34-ad30-a80337b598f2,Ball Cliffs,Temperature,2024-03-03 11:08:14,59.98,°C,Active,No,N/A
460bd526-38cb-4268-874f-1ddd6b22ae9f,Blackburn Valleys,Temperature,2024-08-11 19:21:24,61.93,°C,Inactive,Yes,2024-05-27
490687f9-2820-4cf2-ad9a-e7d37331c936,Jones Brooks,Temperature,2024-08-09 07:24:58,90.38,°C,Inactive,Yes,N/A
df78c34c-0bdf-4459-805a-3660cb4637d7,Tran Ranch,Temperature,2024-05-29 07:08:15,9.19,°C,Inactive,Yes,2024-01-28
51ca2a4f-24a6-4059-9563-a964d0a00210,Maria Groves,Energy Consumption,2024-06-14 00:53:38,78.16,kWh,Faulty,Yes,2024-06-21
70d93c95-70af-4513-95a3-06f2d8957baf,Stanley Plaza,Energy Consumption,2024-04-05 20:08:23,2.74,kWh,Active,Yes,2024-01-10
23659cf8-dc87-4456-9edb-00c4142e909d,Collins Plains,Energy Consumption,2024-01-29 13:40:47,54.52,kWh,Active,No,2024-03-02
6ea7e5bb-509d-4d7b-bafe-1a19fc4fc669,Brown Cliff,Energy Consumption,2024-08-14 08:32:03,58.12,kWh,Inactive,Yes,2024-06-27
237d88b0-aa25-43d2-b6f4-1736eeea8d39,Turner Ramp,Temperature,2024-01-03 15:14:58,5.87,°C,Inactive,No,N/A
150b5a91-475f-4786-8cd6-4bfc02891540,Warner Points,Air Quality,2024-03-17 21:51:17,66.03,µg/m³,Inactive,Yes,2024-04-08
0654d3c2-e029-4995-b264-652e347ec1e6,Jeffery Underpass,Humidity,2024-03-17 14:09:46,24.27,%,Inactive,No,2024-03-11
e5c28336-27dd-4c5a-ad0d-a12a051f3448,Kayla Village,Noise Level,2024-01-17 03:30:24,39.88,dB,Faulty,No,N/A
c27786e4-e2d6-4cc8-80c5-c17276f59fec,Harrison Heights,Humidity,2024-08-07 09:06:32,97.23,%,Active,Yes,N/A
6204dfda-1cc3-4298-bc32-62d8f88c360e,Christine Plaza,Traffic Flow,2024-04-08 10:21:06,26.76,vehicles/hour,Inactive,Yes,N/A
0219d30f-8a3d-46be-a24b-35b90ec58073,Richards Greens,Humidity,2024-04-02 22:23:35,68.16,%,Inactive,No,2024-05-20
365b6c5d-2c01-44ae-aa12-f4b0a8da89b6,Alan Islands,Temperature,2024-05-01 01:34:25,6.74,°C,Active,No,2024-02-29
32b29245-d35b-4acf-a191-d788c801b361,Amanda Street,Noise Level,2024-08-12 22:15:09,66.28,dB,Faulty,No,2024-05-25
76936287-df75-4571-b4e3-f3ea08075113,Miller Cove,Energy Consumption,2024-03-04 13:15:38,91.63,kWh,Active,Yes,N/A
508f5b10-3dcf-4f60-ba8d-41b9bc5b24d5,Patrick Loaf,Humidity,2024-05-28 12:05:26,92.34,%,Inactive,No,2024-03-16
3b01f872-d7fb-422a-a050-9d9bb6bc9dbf,Megan Curve,Noise Level,2024-07-30 19:27:44,64.83,dB,Inactive,No,N/A
30cd4f68-e180-4c01-a924-8d24933d9339,Timothy Islands,Temperature,2024-02-02 11:26:20,43.87,°C,Active,No,N/A
a341d073-4617-463d-bcc4-c50c2c283933,Beth Stravenue,Traffic Flow,2024-03-15 22:35:03,10.04,vehicles/hour,Active,No,N/A
445ece8f-080e-4428-a0ad-0d372adb21c4,Wagner Trail,Traffic Flow,2024-01-10 10:07:33,46.32,vehicles/hour,Faulty,No,N/A
d7c6c9f2-a604-41e5-807f-ab4e518d0716,Ashley Turnpike,Traffic Flow,2024-05-24 03:02:15,62.95,vehicles/hour,Inactive,Yes,N/A
c66c3ee2-0a62-40a6-995f-641814db1e84,Mcintyre Square,Temperature,2024-04-23 06:07:19,29.79,°C,Active,Yes,N/A
a8ccffe5-cdd8-4454-85e9-ceaf9b5c813d,Kevin Rapid,Energy Consumption,2024-04-14 15:20:34,97.59,kWh,Inactive,No,N/A
8188bdd4-161f-4ecb-9819-1f1436069093,Melanie Junction,Traffic Flow,2024-02-26 04:20:14,47.89,vehicles/hour,Faulty,No,N/A
dbd2a22b-8cf0-4d04-a183-69d4c43e3062,Patricia Mountain,Traffic Flow,2024-01-16 23:30:11,49.98,vehicles/hour,Inactive,Yes,N/A
80e3b082-8a28-47ba-a7bb-cf1e22f75e2e,Tommy Unions,Noise Level,2024-01-29 13:06:15,33.34,dB,Active,Yes,2024-06-19
62ae4ffc-9722-43c7-9ee8-8fd4dbe8d54e,Mcmillan Freeway,Energy Consumption,2024-07-01 07:45:54,24.07,kWh,Active,No,N/A
09b789b1-9a5d-465c-986a-90ec02e25ae9,Garcia Neck,Energy Consumption,2024-07-08 16:46:25,62.12,kWh,Inactive,No,N/A
53cd4377-31e9-40ab-9db5-dc41f65fc245,Davis Lock,Air Quality,2024-01-23 03:37:56,72.09,µg/m³,Inactive,Yes,2024-03-20
e5060c29-34ed-4e05-b79c-6f19631e2a79,Beck River,Traffic Flow,2024-03-26 00:50:19,69.06,vehicles/hour,Inactive,No,N/A
2d057cca-beca-47c3-8c47-2f35c4f9d5d8,Decker Run,Temperature,2024-04-02 00:33:18,84.23,°C,Active,No,N/A
4b685873-1a09-4ff7-ad31-1ecf0bcc07da,Tyler Port,Humidity,2024-02-01 12:08:51,39.5,%,Faulty,Yes,2024-03-11
a7ec5e03-e0ab-4360-a7af-f8d76af45409,Martin Trace,Air Quality,2024-08-21 17:05:40,5.87,µg/m³,Active,No,2024-02-21
f3e9415f-520b-4377-a7da-fb2296b78dc4,Ortiz Lights,Temperature,2024-07-07 13:35:38,4.89,°C,Faulty,Yes,2024-04-26
f0128315-97e1-4de3-94e3-2826acb28c47,Thompson Heights,Traffic Flow,2024-04-17 14:42:12,61.61,vehicles/hour,Active,No,N/A
4702cfa9-946d-4bc9-a531-81a58027d3a9,Johnston Forest,Temperature,2024-05-20 10:53:07,60.46,°C,Inactive,Yes,2024-03-20
5270cc6f-2756-4b0d-9498-7b3a2d85e93f,Kathy Plaza,Air Quality,2024-04-20 00:53:07,89.67,µg/m³,Faulty,Yes,N/A
c029cf64-33f7-4367-a535-dae342550be2,Leon Light,Traffic Flow,2024-03-20 17:46:49,96.57,vehicles/hour,Active,No,N/A
80cc997e-8c57-4c31-b73c-b608dda7d94f,Andres Mountain,Traffic Flow,2024-01-13 05:53:13,39.67,vehicles/hour,Inactive,Yes,2024-04-08
afb3a6e9-b4a7-44d5-b0eb-9003da754829,Gregory Viaduct,Energy Consumption,2024-01-14 14:49:51,17.59,kWh,Inactive,No,N/A
39483e28-111f-4ee6-bc94-0b3eaef0bba1,Roth Camp,Noise Level,2024-04-06 18:10:22,59.53,dB,Inactive,No,N/A
c954a440-af58-4429-a2dc-c7ca3c128130,Anthony Mission,Noise Level,2024-07-14 15:36:10,78.6,dB,Inactive,No,2024-01-09
40510a98-095d-43e8-b79e-53358801222a,Maureen Garden,Air Quality,2024-06-21 16:59:16,23.13,µg/m³,Inactive,Yes,2024-05-15
4ca6b108-3688-4b9f-b10a-43327e107cbc,Gary Flat,Temperature,2024-04-15 07:59:43,28.0,°C,Inactive,No,N/A
f9057079-66c5-46f6-bac9-fa807d8509cc,Olson Vista,Humidity,2024-05-19 04:09:44,2.23,%,Inactive,No,N/A
b0c4d2ff-d2ab-47b1-9967-6a14e59774fc,Thomas Row,Traffic Flow,2024-07-31 12:17:31,85.53,vehicles/hour,Faulty,No,2024-03-05
18a0c2bb-b8e8-4754-8989-0192580f7abc,Olson Via,Noise Level,2024-04-29 13:01:17,81.78,dB,Active,No,N/A
6cc92590-6c02-48a4-bcf5-81685d130e68,Jacob Mill,Noise Level,2024-07-03 17:52:27,26.34,dB,Inactive,No,2024-01-30
c8a94ebc-c651-404d-b7c0-e460787f1905,William Gateway,Temperature,2024-03-08 02:11:07,87.7,°C,Inactive,Yes,2024-02-01
d48fba36-b682-47f1-aa0a-6948931d4622,Crystal Pines,Air Quality,2024-04-27 13:37:34,28.49,µg/m³,Active,Yes,N/A
10c7fe04-03be-40fb-bf5e-4c107fbd7061,Mcintyre Dale,Humidity,2024-08-01 15:13:55,98.99,%,Active,Yes,N/A
9c665676-c374-4c1e-ae32-05e4b69a915d,Kristin Valleys,Air Quality,2024-01-28 04:35:47,33.88,µg/m³,Active,Yes,N/A
b0a682ed-9e1e-40fc-8cd6-0663a35639f7,Sarah Stravenue,Traffic Flow,2024-03-05 22:35:14,47.6,vehicles/hour,Inactive,Yes,N/A
bf1d5c2b-308f-47dc-bf0a-0e48ff8edd0d,Tina Street,Air Quality,2024-01-10 01:51:45,35.0,µg/m³,Faulty,No,2024-04-17
8828b909-1d83-4be9-bb30-fdd4f56d00dd,Smith Inlet,Traffic Flow,2024-03-24 15:56:33,85.9,vehicles/hour,Faulty,No,2024-07-14
b655775e-c3a1-40ff-9bcc-b9acf5fb832c,Hayes Manor,Noise Level,2024-07-11 19:15:15,75.16,dB,Faulty,No,N/A
07ac0058-9ef0-4a26-8ef2-2d75549fff81,Singh Roads,Temperature,2024-06-14 09:22:10,70.1,°C,Faulty,Yes,2024-06-09
c11a7c5f-e7a2-4a32-a621-d299a70f1cb2,Joseph Stravenue,Humidity,2024-03-29 16:26:40,29.25,%,Active,Yes,N/A
a99e8e95-51d9-42fa-a4cc-111e1ab71240,Phillips Ports,Noise Level,2024-04-26 11:41:11,22.11,dB,Faulty,No,2024-07-23
eebd62b9-dae2-4c39-b039-f4b9789e5746,Adams Springs,Air Quality,2024-04-11 22:00:16,54.58,µg/m³,Inactive,No,N/A
95b6cfa3-601e-4c9b-be82-e1303e50cc48,Randy Row,Humidity,2024-03-06 04:08:57,49.13,%,Faulty,Yes,N/A
5f739ed9-7649-4d17-82fb-06cd8e34088b,Christina Forest,Energy Consumption,2024-01-11 01:28:47,22.9,kWh,Active,Yes,2024-06-26
8ebdf881-306a-4778-8754-ffcac9301e9c,Gary Mills,Air Quality,2024-07-12 15:09:20,74.22,µg/m³,Inactive,No,N/A
edbd78d9-aba9-4a53-89c9-0f60cb7ea50e,Johnson Locks,Noise Level,2024-04-20 19:16:57,51.99,dB,Active,No,N/A
b27e1508-a94a-473d-b20d-d507c4b2f430,Frank Mews,Traffic Flow,2024-07-04 15:40:29,41.78,vehicles/hour,Inactive,No,N/A
d1ce4adc-76ed-4bc8-8e6b-3e3ed245c88d,Curtis Plains,Energy Consumption,2024-03-28 12:45:04,11.53,kWh,Active,Yes,N/A
237539cf-f92b-4b35-8222-b982407fc7b6,Johnson Track,Energy Consumption,2024-07-10 13:17:08,7.63,kWh,Active,Yes,2024-05-04
b19d6645-8150-4ac9-90c4-f226c6f3be7f,Tyler Harbors,Temperature,2024-07-18 18:43:11,27.45,°C,Inactive,Yes,N/A
e5ecf77f-5870-44cb-ba79-b5bc4bb8ad5d,Derrick Hollow,Temperature,2024-07-21 19:29:29,42.01,°C,Active,Yes,N/A
6028faa6-2292-4ea7-a080-ce83d0ae0b12,Estrada Coves,Energy Consumption,2024-02-03 17:20:28,28.39,kWh,Inactive,No,N/A
ae889dd8-aea3-4931-9104-9d4c794f78a7,Rhonda Springs,Traffic Flow,2024-02-05 07:49:50,36.51,vehicles/hour,Inactive,Yes,N/A
fb086a0c-854f-4754-a54e-cbbb094b5715,Stone Street,Temperature,2024-01-09 07:00:40,61.92,°C,Faulty,Yes,N/A
2ba0c6cb-b621-4d3d-a729-1de514e76524,Garcia Harbors,Noise Level,2024-07-27 18:04:41,62.04,dB,Active,Yes,2024-08-18
72db347b-52b4-49c7-8168-41e51c70da2f,Morgan Radial,Temperature,2024-02-23 20:47:26,78.92,°C,Faulty,Yes,2024-08-12
12593d08-1aa7-45a4-ad48-a25116589044,Jaime Roads,Temperature,2024-03-08 16:39:07,71.07,°C,Inactive,No,2024-05-18
3e7e0768-1978-4aae-9564-b018bd01159d,Denise Lane,Temperature,2024-05-30 22:59:49,54.17,°C,Active,Yes,N/A
046243df-8769-4c4c-bce2-ec2ba50cfc24,Morales Rue,Traffic Flow,2024-03-31 15:09:44,42.79,vehicles/hour,Active,Yes,N/A
5fabdfe5-a3da-42ee-8678-a09e08b10529,Mary Orchard,Temperature,2024-08-17 21:17:07,43.57,°C,Inactive,Yes,2024-07-08
5b54c972-7443-44a2-90a3-6de4385e2ad0,Strickland Trail,Air Quality,2024-06-26 07:05:25,68.14,µg/m³,Faulty,No,N/A
ab58e5d5-064e-4816-aafb-2c803ea0d105,Marco Trail,Noise Level,2024-06-04 09:06:05,51.96,dB,Active,Yes,N/A
660b9048-9484-4bb0-9070-dce35a0ef8df,Hicks Tunnel,Noise Level,2024-02-04 15:55:16,14.91,dB,Active,Yes,N/A
2af3f634-1fea-444f-a360-09756b2250e9,Ashley Manors,Energy Consumption,2024-03-07 12:23:26,51.86,kWh,Faulty,Yes,2024-05-14
e89589d6-4dd8-495d-8330-b62668bcdfad,Perez Wells,Air Quality,2024-03-30 18:17:31,18.34,µg/m³,Faulty,No,N/A
62c03e41-a1b9-40ae-863f-f79e0b7a331f,Melissa Streets,Energy Consumption,2024-02-20 06:48:44,84.97,kWh,Inactive,Yes,N/A
10ce47f3-1006-46ad-8def-b7e0190f2cae,David Trail,Air Quality,2024-03-22 10:41:19,34.72,µg/m³,Inactive,Yes,N/A
4cfb9fbf-e29d-456f-bb1c-2101197e3474,Allen Falls,Temperature,2024-03-24 08:28:40,58.7,°C,Active,No,N/A
e84e0421-f775-4684-87e6-c4d927383b85,Yolanda Meadows,Temperature,2024-07-25 15:08:02,1.06,°C,Faulty,Yes,2024-08-27
ce7cb93d-d1b6-44a8-86b6-729e1f190bd4,Love Point,Air Quality,2024-02-11 00:42:08,73.08,µg/m³,Faulty,No,2024-01-21
95f1ae30-edd9-4746-9114-8b2262a6ff02,Chan Park,Temperature,2024-08-21 03:22:54,15.85,°C,Inactive,Yes,2024-03-30
c35af780-bb33-487c-b723-672077147c0f,Alexandria Street,Temperature,2024-07-14 20:19:21,98.73,°C,Inactive,Yes,N/A
e5a46c8b-b332-4001-b651-8b1f3387f8ba,Garcia Walk,Traffic Flow,2024-06-10 04:54:09,78.07,vehicles/hour,Faulty,No,N/A
cee11a47-51ab-4564-8c44-1f288109b832,Miller Mountain,Temperature,2024-06-06 22:48:53,4.95,°C,Faulty,Yes,2024-01-07
e58a0ccd-cdf4-4295-b7be-62771103fdd9,Mackenzie Mills,Air Quality,2024-05-27 00:12:06,11.34,µg/m³,Inactive,No,N/A
c1f5adb5-3744-4f82-adc8-eda77df462be,Greer Points,Noise Level,2024-01-18 06:45:59,22.16,dB,Faulty,No,N/A
fc643219-4210-4eaa-bf49-2a4d97191570,Anthony Fords,Humidity,2024-06-08 10:55:12,51.76,%,Inactive,No,2024-08-25
1eb7fbc7-d3ef-403a-95cd-8970fb768191,Kristen Mill,Humidity,2024-01-08 13:48:23,15.95,%,Inactive,Yes,2024-04-10
e3986c22-2c4b-4766-9911-1fc4f11467d1,Jorge Stravenue,Noise Level,2024-05-17 11:54:07,75.91,dB,Faulty,Yes,2024-08-24
87c8c262-9dd1-40a9-820f-41a582e58b42,Shepard Highway,Humidity,2024-07-22 14:19:41,53.95,%,Faulty,Yes,N/A
4ab13b3a-6bce-4f29-8376-e3c02ac4830d,Jeremiah Pass,Noise Level,2024-02-24 03:25:49,42.44,dB,Inactive,Yes,N/A
d61b2daf-f22b-4a2e-833e-d96f0e461743,Devin Glens,Traffic Flow,2024-02-19 02:04:36,47.8,vehicles/hour,Inactive,No,N/A
d35980fb-cd9e-4cd1-8ce9-f9e7a4b02462,Jeremy Plains,Temperature,2024-02-02 10:42:33,1.99,°C,Inactive,Yes,2024-03-24
59c37358-2e8d-44d6-9555-55f5c5b6f47f,Patricia Locks,Traffic Flow,2024-05-15 12:32:29,9.73,vehicles/hour,Active,No,N/A
41006568-15f8-44b6-9807-b0a87c7a3db0,Michael Oval,Air Quality,2024-03-02 10:38:40,10.05,µg/m³,Inactive,No,2024-07-26
12ba0ac6-ff0a-42ca-b7ad-8bde2ea4ec36,Samuel Ridge,Noise Level,2024-07-07 05:59:11,72.92,dB,Active,Yes,2024-02-06
2a6acaa2-b280-4764-b5c1-567352b9efde,Morales Light,Humidity,2024-02-22 05:14:21,71.05,%,Active,Yes,N/A
