SensorID,Location,SensorType,ReadingTime,Value,Unit,Status,MaintenanceRequired,LastMaintenanceDate
f8c5f4bb-57be-49a1-9152-ad9bae1853c4,Frank Rue,Humidity,2024-04-16 02:14:23,46.13,%,Active,Yes,N/A
d7504443-18fe-4d3a-929b-66ab75e32eb3,Davis Court,Air Quality,2024-08-20 15:26:23,69.87,µg/m³,Active,No,2024-06-29
caad98d8-98aa-4e4d-9094-28fdc47cc7a7,Williams Glens,Humidity,2024-08-19 17:48:25,78.0,%,Faulty,Yes,N/A
0989f28c-33e1-495d-b9c0-83fd02bcec6f,Ross Forest,Humidity,2024-01-16 11:24:12,31.65,%,Faulty,No,N/A
b3ecfcec-5e9c-47cc-b8e5-15d1f7489f93,Stevens Flats,Temperature,2024-01-21 23:14:39,73.45,°C,Active,No,2024-04-17
0c86061a-a64a-43bd-af0f-0d93d87c53ba,Rodriguez Mountain,Energy Consumption,2024-04-15 04:54:01,22.05,kWh,Faulty,No,N/A
c639c3ac-a515-4722-ad60-6a687a171c84,Sherman Road,Air Quality,2024-01-11 23:06:54,40.81,µg/m³,Inactive,No,N/A
604d1bd5-98d0-4344-81cd-85877b160448,Thompson Parkways,Noise Level,2024-01-05 23:21:37,13.84,dB,Inactive,No,N/A
2c9bc5cb-fc21-4410-8b6e-d1dc08faaf69,Davis Forges,Noise Level,2024-04-02 13:19:33,36.03,dB,Faulty,No,2024-07-18
73988ad3-6613-4e26-94b4-d0a64980e4cd,Nguyen Isle,Air Quality,2024-07-25 14:49:11,75.24,µg/m³,Active,No,N/A
5acb6551-8aaa-4eb7-89da-c1ffbdb2c41e,May Extension,Noise Level,2024-07-04 07:57:42,64.86,dB,Faulty,Yes,2024-03-05
8ec8c054-e380-45ed-9d31-4df4f86e05a1,Roman Streets,Noise Level,2024-06-17 18:50:30,79.04,dB,Inactive,No,2024-06-01
bfda73f0-4452-46cf-8278-98ba57c1f59c,Walton Roads,Traffic Flow,2024-04-28 11:06:55,93.07,vehicles/hour,Faulty,Yes,2024-03-21
7fad4484-5a8c-408c-a76e-1d7c17941fb9,Scott Lakes,Temperature,2024-04-10 16:02:55,98.73,°C,Inactive,No,N/A
82875ce4-150d-4b82-9e34-1304abb9fae8,Jason Circles,Traffic Flow,2024-06-19 01:18:43,53.67,vehicles/hour,Faulty,Yes,N/A
3de46866-755c-4797-a5f1-8d458015d3c9,Graham Hollow,Noise Level,2024-07-21 17:07:37,41.3,dB,Inactive,Yes,2024-01-27
8e9047df-e456-4cb3-9804-fd0a25a65f5d,Benjamin Glen,Temperature,2024-03-11 18:42:39,99.03,°C,Active,No,2024-08-01
1b2ddf25-1b80-4e13-99bd-e3b637672084,Melissa Mall,Noise Level,2024-06-06 22:20:30,48.72,dB,Active,Yes,N/A
11f3aa24-e15a-4a59-b474-cbde05ef08c2,Ballard Pine,Traffic Flow,2024-07-30 03:37:37,88.1,vehicles/hour,Faulty,Yes,N/A
72d65a60-97cc-48a0-a20f-f89a0bbce502,James Falls,Traffic Flow,2024-07-05 18:54:44,43.61,vehicles/hour,Inactive,Yes,N/A
00d5b92e-567f-4a0d-9713-7bce48f6b317,Ortega Alley,Energy Consumption,2024-06-24 13:35:13,81.66,kWh,Active,Yes,2024-03-11
3cc0388b-6a48-40e2-aaee-5b7d0d253b9b,Jones Port,Temperature,2024-06-04 12:31:12,4.65,°C,Faulty,Yes,2024-05-18
3cd4578a-3192-4f77-8242-791ef3e794b4,Black Curve,Noise Level,2024-03-13 16:40:14,4.55,dB,Active,No,N/A
be0b3495-d3b3-4f52-a081-5d7109d3dd94,Young Glens,Noise Level,2024-05-14 16:27:12,4.75,dB,Inactive,No,N/A
65a77458-31fc-4204-97ac-d18b32d94581,Murphy Track,Noise Level,2024-02-29 18:41:16,52.23,dB,Inactive,No,2024-02-03
e2726cec-ae0d-4e43-bd32-0473b37613dd,Michael Crest,Traffic Flow,2024-04-08 09:11:56,41.11,vehicles/hour,Inactive,No,N/A
61870e8a-ff7e-4f3d-b87d-f2c8de9d1d1c,Stephanie Ferry,Air Quality,2024-05-29 23:23:11,23.78,µg/m³,Inactive,No,2024-03-02
b24ddf96-b735-4831-9505-094e70474c0f,Michael Path,Traffic Flow,2024-05-16 16:23:36,93.7,vehicles/hour,Active,No,2024-05-12
0de68e7c-896b-4dc6-b44a-5130babe01b3,Potter Drive,Temperature,2024-08-29 02:48:09,2.21,°C,Inactive,No,2024-05-11
391f48fa-8416-4faf-b7a7-296f08ed6cba,Jennifer Viaduct,Temperature,2024-01-05 01:49:16,52.34,°C,Inactive,Yes,2024-01-04
4ef41883-ccec-430e-ab76-a59f23a70097,Kathryn Plaza,Energy Consumption,2024-07-08 11:29:35,4.96,kWh,Faulty,No,2024-06-18
1e2ee943-e033-4dab-9bef-c2495b16cb1a,Sullivan Isle,Traffic Flow,2024-01-21 04:53:49,86.75,vehicles/hour,Faulty,No,2024-05-30
a3a15a7e-5f26-484c-a6a5-f2c87d9f5387,Maddox Locks,Traffic Flow,2024-01-16 07:53:48,66.17,vehicles/hour,Active,No,N/A
509a8b43-aee1-4a51-a841-38b5c85b3512,Allison Crossroad,Traffic Flow,2024-03-26 01:58:03,13.52,vehicles/hour,Active,Yes,2024-05-21
928a4eed-0470-4566-a062-026f49b56132,Morris Cape,Air Quality,2024-01-27 13:48:25,24.68,µg/m³,Inactive,No,2024-07-25
086c6b52-cfec-4fe8-b764-16defe653b66,Rush Lake,Traffic Flow,2024-03-02 05:49:08,19.4,vehicles/hour,Inactive,Yes,N/A
88658b7b-f077-433b-8bb8-6425aad989c5,Olson Streets,Temperature,2024-05-10 22:58:38,7.62,°C,Inactive,Yes,N/A
b2d4e50d-7c56-4309-94a0-95a06cc058ba,Walls Light,Humidity,2024-02-10 03:20:05,32.85,%,Active,No,2024-04-30
31b25e41-8d1d-4b86-8d90-27f746e0a8d9,Simon Row,Air Quality,2024-06-09 03:35:30,47.65,µg/m³,Inactive,No,N/A
740bec88-0be5-460f-a576-f03500396dfe,Carly Row,Traffic Flow,2024-03-26 07:05:42,48.37,vehicles/hour,Active,No,N/A
63a79cfb-776d-4f64-88d7-339fe8e97437,Morton Island,Temperature,2024-08-22 06:37:06,81.57,°C,Faulty,Yes,N/A
1eb5467f-1d6b-4131-a8a5-c3491f4ec72a,Jamie Oval,Humidity,2024-03-01 02:48:39,61.14,%,Faulty,No,2024-04-21
061967f5-2e32-4b00-9fa9-55ee7e12e8cb,Tate Gateway,Noise Level,2024-08-18 20:32:09,54.44,dB,Inactive,No,N/A
a1590b92-33a3-4960-8da3-307ae57ccfa5,Wolfe Pine,Traffic Flow,2024-01-09 09:04:57,23.01,vehicles/hour,Faulty,Yes,2024-05-15
b21c232b-39f1-4339-ae00-8690a920d99b,Cindy Port,Air Quality,2024-06-18 12:37:04,85.79,µg/m³,Active,Yes,2024-01-03
34a26e76-8c1d-4cec-bb32-300e77e50eb1,Noble Forest,Air Quality,2024-05-20 16:07:30,2.49,µg/m³,Inactive,No,2024-08-28
e027c5fb-ba6e-4bbd-9a03-447afe7bf708,Thompson Estates,Humidity,2024-07-09 04:16:50,13.66,%,Faulty,Yes,N/A
6baeca65-8b9e-4c64-87d4-def5364efe90,Rodgers Brooks,Air Quality,2024-02-04 12:26:12,47.73,µg/m³,Active,Yes,2024-01-25
ba8ae4b0-043e-42fa-bb70-d6c467e9b9c5,Lisa Flats,Energy Consumption,2024-03-29 11:10:22,31.92,kWh,Faulty,Yes,N/A
ebff44b1-5e38-4ada-8c48-f7be7b435af6,Gilbert Corner,Traffic Flow,2024-08-08 07:39:42,66.33,vehicles/hour,Active,Yes,2024-06-10
73d442ad-cd00-4011-b3ab-6a0160c1e1b9,Erin Plain,Noise Level,2024-01-27 21:08:30,9.18,dB,Inactive,No,N/A
6a48a02e-26f7-4849-9473-e84fadd4d038,Sergio Islands,Traffic Flow,2024-01-03 19:58:27,73.94,vehicles/hour,Active,No,N/A
d161a67c-8a35-4b3b-b15c-3d5c5d605f3b,Lyons Course,Traffic Flow,2024-01-22 05:51:07,33.52,vehicles/hour,Inactive,No,N/A
02977e23-fcff-456b-8331-0681928c01cd,Allen Isle,Traffic Flow,2024-04-11 16:18:28,47.45,vehicles/hour,Active,Yes,2024-08-21
515f983a-6f98-4104-9c5b-bb89b5df949e,Marshall Pines,Temperature,2024-07-27 15:32:54,84.83,°C,Active,Yes,2024-07-13
dddf7811-6764-468b-825b-385e59cc1292,Mosley Valleys,Air Quality,2024-03-30 19:42:18,27.15,µg/m³,Active,Yes,2024-02-18
c414209f-83c9-4a60-b2e4-3eb270ff9e28,Misty Flat,Energy Consumption,2024-02-10 07:22:42,79.42,kWh,Inactive,Yes,2024-05-21
d2b54d27-0c54-448a-8ca7-e8d7d7d7dd65,Bennett Parks,Temperature,2024-06-30 18:03:50,74.22,°C,Active,No,N/A
55bacb84-2fc9-4bc3-83ff-6d2799902ee5,Angela Light,Noise Level,2024-07-08 08:58:34,45.21,dB,Active,Yes,N/A
ab251efe-82be-4c2a-afa1-e64bbc142f80,Gilmore Ports,Air Quality,2024-02-22 07:38:14,24.86,µg/m³,Faulty,No,N/A
cbc74761-2d7e-48b1-ad46-719c3a4c707b,Destiny Curve,Temperature,2024-03-29 18:40:46,70.14,°C,Faulty,Yes,2024-04-12
465d4c14-b2fd-45e8-b3dc-ce24a25bb28c,Joshua Greens,Traffic Flow,2024-02-15 08:05:16,26.55,vehicles/hour,Active,No,N/A
01ea87b6-0a92-47f9-a006-5ff60267b8f1,Bernard Green,Air Quality,2024-02-01 03:25:16,37.43,µg/m³,Inactive,Yes,N/A
a4548c81-c8dc-49f6-a337-82feb17290e3,Warren Pines,Traffic Flow,2024-07-06 05:07:25,65.99,vehicles/hour,Active,Yes,N/A
859d5106-3619-4e7a-b4ec-d9d3a7211fa2,Cook Wall,Temperature,2024-03-01 02:23:50,20.07,°C,Inactive,No,2024-08-11
037e0a32-9a4f-4bb8-bc87-d53ec70983df,Rodriguez Squares,Humidity,2024-06-10 05:04:13,26.55,%,Faulty,No,2024-06-07
0f2c70d3-7e88-4519-b2fb-a2080367873d,Joseph Pines,Temperature,2024-07-14 16:38:50,87.17,°C,Inactive,No,2024-01-13
bffd057e-d165-4392-a4a4-68aeb1541109,Ray Fall,Humidity,2024-04-18 00:11:55,94.43,%,Active,Yes,2024-02-07
81103b8d-db2a-4597-9e54-ad4ba266d45a,Derek River,Traffic Flow,2024-03-23 20:58:41,9.89,vehicles/hour,Inactive,Yes,2024-03-11
6fbc2cd0-9361-42bb-804e-61719d651087,Kent Rest,Traffic Flow,2024-07-14 09:17:48,50.76,vehicles/hour,Inactive,Yes,2024-01-12
a04b2fa1-e7cb-4c4a-9d97-f14809356edc,Ryan Ferry,Humidity,2024-03-16 05:36:20,83.48,%,Faulty,No,N/A
7ff414f5-5e98-4e7a-9621-717c454337bb,Pam Mountains,Noise Level,2024-01-16 12:05:12,85.72,dB,Inactive,No,2024-03-15
d41d2f2a-228b-47cd-bf56-79e3ab393300,Bailey Haven,Noise Level,2024-03-26 18:19:35,15.63,dB,Faulty,No,2024-03-28
87258806-4ed8-404d-960d-644cbbdb52de,Johnson Branch,Air Quality,2024-03-14 00:38:54,47.79,µg/m³,Active,Yes,N/A
34d04571-8e48-4bad-9f30-ba04e240413d,Ian Lodge,Humidity,2024-08-07 14:07:36,77.19,%,Faulty,No,N/A
9807cfb0-bdb9-495e-a5cd-372dc7f2a7cd,Timothy Common,Traffic Flow,2024-08-10 16:34:18,27.72,vehicles/hour,Faulty,No,N/A
1b26638e-c416-4230-86cf-0d3c275d4f84,Joseph Valleys,Energy Consumption,2024-08-19 22:24:20,50.1,kWh,Inactive,Yes,2024-05-13
0a459887-cb4c-4fa2-ad2d-6c4671337206,Mitchell Pike,Temperature,2024-01-26 16:40:45,51.72,°C,Inactive,Yes,2024-06-16
4fe9ffcc-3d06-4b83-870c-73d7db5a88be,Dalton Summit,Air Quality,2024-01-10 16:12:00,53.05,µg/m³,Active,No,2024-02-01
30f33e00-a510-44e4-b620-9e0d337cec24,Pamela Island,Humidity,2024-08-21 02:21:34,50.05,%,Active,No,N/A
86324502-8fef-4401-a4d0-c3c6d8c80d30,Ian Point,Air Quality,2024-04-26 21:10:54,97.64,µg/m³,Inactive,Yes,N/A
74936554-3998-489f-97a5-2b1228c555a1,Dixon Island,Energy Consumption,2024-05-02 16:21:00,17.61,kWh,Inactive,No,2024-05-07
adbd912e-5661-40d3-bd7b-026da7ff2cb0,Dylan Lodge,Temperature,2024-04-26 02:14:02,9.93,°C,Inactive,Yes,2024-04-08
1c4a0422-d631-4abd-a774-ee0d8415d24b,Monica Junction,Traffic Flow,2024-05-19 10:38:24,13.94,vehicles/hour,Active,No,N/A
bdae3352-6676-4c5d-bf8c-5e945fb870a1,Kenneth Grove,Temperature,2024-02-27 08:44:45,93.05,°C,Active,No,N/A
c22e9f68-e48b-40c4-9256-f0773e3d553b,Cooper Union,Air Quality,2024-06-16 17:20:30,45.83,µg/m³,Faulty,No,N/A
2fdbf0b9-2b14-42eb-be77-ca2f03b6ab24,Henry Walks,Humidity,2024-02-09 22:54:53,10.28,%,Faulty,Yes,N/A
814f9d82-d1f5-47da-b2ea-d6ae397f0bac,Hunter Trafficway,Traffic Flow,2024-08-14 06:56:50,62.76,vehicles/hour,Faulty,No,N/A
88d87309-5e61-4ea1-b511-22a3a89a208a,Jones Locks,Air Quality,2024-07-24 03:07:48,22.13,µg/m³,Active,Yes,2024-02-15
f1c93009-c95c-43a9-bc73-7fbea86748ab,Stephen Walk,Air Quality,2024-08-23 04:19:21,29.74,µg/m³,Inactive,No,N/A
3283059c-5d69-42ee-9c73-0c84ae5f0a1f,Garcia Extensions,Noise Level,2024-07-11 22:43:36,91.09,dB,Active,Yes,N/A
94e8789f-75c2-4000-bce4-62684d2bdba9,Rogers Valleys,Air Quality,2024-01-24 17:28:19,92.83,µg/m³,Active,Yes,2024-04-20
7f01e28a-15f0-4d6a-a855-3586c0545efd,Leonard Plains,Air Quality,2024-07-10 07:32:37,76.95,µg/m³,Faulty,No,N/A
04322eb0-572b-45d1-9bb2-94fe0b963202,Kaitlyn Way,Air Quality,2024-02-09 17:50:29,34.39,µg/m³,Faulty,Yes,N/A
12b7a56b-7094-4898-8bd0-19f36f3f392c,Sanchez Shore,Traffic Flow,2024-01-16 04:28:53,0.92,vehicles/hour,Faulty,No,2024-02-26
bb36922a-3d0f-48ba-a277-bbe87705bf5d,Holmes Via,Air Quality,2024-04-05 17:24:52,59.94,µg/m³,Active,No,N/A
7d5e119d-82b8-44d8-896c-759eb1afa250,Jordan Mews,Traffic Flow,2024-06-12 21:24:08,69.04,vehicles/hour,Faulty,No,2024-01-07
a826eb2f-c166-4d51-9f8b-9b4ead29493f,Thornton Center,Temperature,2024-05-15 02:23:46,83.84,°C,Inactive,No,N/A
acf3ae12-e6e5-4a59-9ac6-83edb1ac49e3,Carrie Run,Noise Level,2024-04-24 22:37:49,83.92,dB,Inactive,No,N/A
5205a98e-efd3-4917-a2b7-19348017c399,Marsh Gardens,Temperature,2024-04-27 07:30:30,79.19,°C,Active,Yes,N/A
e54ab098-b47f-43d0-a669-f974ed04a2c9,Mora Wells,Traffic Flow,2024-03-06 17:21:13,10.67,vehicles/hour,Inactive,Yes,2024-08-12
d38da6bd-ed8c-462f-9f25-7787f544315c,Walker Radial,Temperature,2024-05-27 17:16:05,64.81,°C,Faulty,No,N/A
a257b79f-010a-4765-9ae1-c3e9acdf2def,Alan Skyway,Noise Level,2024-02-21 17:22:46,42.92,dB,Faulty,No,2024-06-13
87ebb1c1-5bff-4644-9d91-338222cdcb1b,Campbell View,Noise Level,2024-06-12 16:14:20,93.41,dB,Active,Yes,2024-02-03
3a2e8637-abce-4e84-a805-483772f40bff,James Centers,Temperature,2024-07-11 20:57:19,96.23,°C,Faulty,No,2024-02-08
3af30dfa-4b6d-43ed-a950-3cabc4bd399b,Miller Roads,Noise Level,2024-05-23 11:04:46,10.6,dB,Faulty,Yes,N/A
16be07bb-4be2-4293-a112-244e0a9ad10d,William Plaza,Temperature,2024-07-19 12:39:51,12.72,°C,Inactive,Yes,2024-08-13
eda48934-8ee7-40ab-b305-8f4c44f4bc06,Timothy Throughway,Temperature,2024-01-18 01:39:10,2.87,°C,Inactive,No,2024-06-09
c576cd9f-d2dd-4626-b983-92cc43f86864,Lyons Shores,Traffic Flow,2024-04-10 13:40:16,41.71,vehicles/hour,Active,Yes,N/A
d854c26d-11b6-4071-a16c-9b6a09d008dc,Lopez Pike,Humidity,2024-05-15 08:41:56,39.87,%,Inactive,Yes,2024-01-13
b935e324-5bbc-495b-816f-c297e1433346,Flynn Pass,Air Quality,2024-02-12 17:16:29,93.46,µg/m³,Faulty,No,2024-06-05
42389ae3-0472-49cf-ad41-ec9746192765,Daniels Corners,Noise Level,2024-07-30 05:31:35,53.42,dB,Active,Yes,N/A
8fbe05e0-25d6-4acd-9ac3-a40a429d2aa1,Brian Alley,Air Quality,2024-03-29 06:12:00,85.92,µg/m³,Active,No,2024-08-13
21fe15e9-74ec-47e4-a559-d4a1f3366f8e,Joseph Shoal,Air Quality,2024-05-31 10:51:22,37.38,µg/m³,Inactive,Yes,N/A
115beebd-6822-46ee-be99-3d9f54b4b5cc,Stokes Haven,Air Quality,2024-05-05 03:00:01,91.53,µg/m³,Faulty,No,N/A
7cd26b3f-7a9c-43fc-be0a-0211665901ec,Ramos Ferry,Air Quality,2024-02-21 20:39:13,5.27,µg/m³,Inactive,Yes,2024-07-24
98c4a3fc-1e71-4754-8b90-0eac064d5100,Tran Throughway,Air Quality,2024-03-12 08:37:35,7.09,µg/m³,Inactive,Yes,N/A
a69a3e3f-1e3a-4bd8-8add-c5a68da00498,White Via,Air Quality,2024-01-31 14:09:26,89.55,µg/m³,Faulty,No,2024-01-22
f60f3592-4d63-44b3-8544-f631300ee27e,Chavez Burgs,Humidity,2024-04-09 22:27:02,79.86,%,Faulty,No,N/A
f6597873-9d47-45d7-8b67-ca8f9c897840,Ashley Brooks,Noise Level,2024-05-22 12:38:30,77.33,dB,Faulty,Yes,N/A
ef087b96-620b-4e35-a6a7-346bacf1e3e5,Harrington Port,Energy Consumption,2024-01-28 10:21:37,75.07,kWh,Faulty,Yes,N/A
25773016-adca-4f20-857a-7c287665273e,Berger Courts,Temperature,2024-02-25 16:13:34,95.05,°C,Inactive,No,N/A
5a706cdb-3375-4f5f-b193-4cabecd39217,Christopher Pike,Air Quality,2024-07-21 19:57:15,51.23,µg/m³,Active,No,2024-03-31
50ca57b6-0abf-4818-8346-3d1585017b58,Stephanie Curve,Traffic Flow,2024-01-16 10:15:57,16.5,vehicles/hour,Faulty,Yes,N/A
f4bae8b4-6f90-4dcd-9963-57e6cdf44274,Key Prairie,Noise Level,2024-05-03 07:47:45,72.21,dB,Active,Yes,N/A
0525245e-2d0f-4cfb-b231-4187268efa5a,Walton Rest,Air Quality,2024-07-13 19:32:27,39.12,µg/m³,Inactive,Yes,N/A
a438a91e-2073-425f-931c-fc3507a63487,Mcgrath Knoll,Humidity,2024-03-25 02:44:55,67.07,%,Active,No,2024-02-15
f9e35a82-4fa1-4df7-a210-80add3e276c5,Amber Crescent,Temperature,2024-07-04 05:11:43,50.37,°C,Active,No,2024-08-23
a753ea80-78f6-4406-9b04-3b2b13038176,Ashley Ferry,Humidity,2024-07-03 09:47:02,17.99,%,Active,Yes,N/A
ac240f95-653f-4ced-9893-f0a17430ca38,Blake Lights,Noise Level,2024-06-24 10:23:06,57.7,dB,Faulty,No,N/A
8e9141e4-307e-471f-ae3d-009de5466cd4,Schultz Club,Noise Level,2024-07-18 04:03:29,1.28,dB,Inactive,No,2024-01-22
6845b42e-ab24-45ce-a014-70aea4ab14da,Maria Via,Humidity,2024-02-02 09:15:47,39.11,%,Faulty,Yes,N/A
81a67e29-038d-491d-a2f9-1eb7a29d89df,Campbell Prairie,Traffic Flow,2024-03-17 17:32:48,7.81,vehicles/hour,Faulty,No,N/A
6abb8868-3eff-4488-af75-0a8092fe4401,Denise Ranch,Temperature,2024-05-07 14:35:57,78.4,°C,Faulty,Yes,N/A
f9a21876-35f4-4fc5-a9fb-122242e72756,Diana Plains,Air Quality,2024-07-05 00:58:05,84.31,µg/m³,Faulty,Yes,2024-05-31
9b5421ea-932a-43f0-adb1-a048c8c341d9,Ryan Trafficway,Traffic Flow,2024-04-12 22:15:02,65.16,vehicles/hour,Active,No,N/A
c1e05d65-4c8f-4296-ad08-b8dcf50f2489,James Road,Traffic Flow,2024-01-22 06:04:43,23.85,vehicles/hour,Inactive,Yes,N/A
282f34ec-e982-4e02-9301-bc40e2a7c194,Hester Canyon,Traffic Flow,2024-01-19 13:09:06,83.29,vehicles/hour,Active,Yes,2024-04-24
880ef395-1261-4826-b3fb-ee268e003706,Thompson Path,Air Quality,2024-03-16 19:22:41,46.13,µg/m³,Faulty,Yes,N/A
5b461b78-3859-4840-9f4f-c01036c8f248,Palmer Forges,Air Quality,2024-05-24 04:52:36,55.15,µg/m³,Active,Yes,N/A
829a22bb-4e49-44e2-aed1-8d2e1a3a61e8,Debra Port,Air Quality,2024-08-26 01:02:54,18.03,µg/m³,Active,Yes,N/A
818755ba-22cc-42aa-aa6a-38bf87996b75,Cline Throughway,Temperature,2024-05-21 18:20:36,57.06,°C,Inactive,Yes,2024-05-01
366963fd-1e86-41b0-a322-2d9f5da4a065,Matthew Turnpike,Temperature,2024-03-11 06:10:43,76.54,°C,Inactive,No,N/A
d6a70395-dd24-42e5-bdb7-67a747626db5,Richard Squares,Air Quality,2024-03-18 10:13:30,54.81,µg/m³,Active,No,2024-06-16
2b55f3d1-4ba5-48db-91ae-4a242b5297f8,Greene Greens,Temperature,2024-08-20 03:13:04,49.11,°C,Faulty,Yes,2024-03-07
003cef0b-df88-437a-aa1f-3eb5113c1348,Anthony Trace,Air Quality,2024-02-03 14:01:53,34.92,µg/m³,Faulty,No,N/A
ebf3a717-a636-40d3-a4b4-353996b7ce8c,Annette Unions,Energy Consumption,2024-07-20 18:09:42,87.27,kWh,Active,No,N/A
78f101fa-2587-4fd2-8d6d-7e9da4c919ef,Richard Square,Traffic Flow,2024-06-19 22:44:50,99.57,vehicles/hour,Inactive,No,N/A
fe156dfa-eb38-4cfd-8f30-3bd76bd13396,Michael Viaduct,Air Quality,2024-05-22 01:15:51,86.71,µg/m³,Faulty,No,2024-08-17
c7259d30-fa67-40c1-9573-d3876050e78d,Hill Neck,Air Quality,2024-02-06 11:48:21,93.23,µg/m³,Active,Yes,2024-01-07
5239cacd-20af-4b3e-b009-e273fcf03f8b,Bautista Dam,Noise Level,2024-06-22 04:20:33,99.96,dB,Faulty,Yes,2024-04-13
6aa07fe8-449f-43d5-9c71-8e7a2f89e1c5,Richard Common,Air Quality,2024-06-29 23:04:29,75.84,µg/m³,Inactive,No,2024-07-06
be93f8b4-0c7b-4c32-9cb3-e1bbdf71a395,Thomas Plain,Temperature,2024-07-13 18:24:54,20.49,°C,Faulty,Yes,N/A
02841539-12ac-4680-ad53-aa5ef2874c42,Eric Freeway,Air Quality,2024-04-05 19:35:27,6.98,µg/m³,Inactive,No,2024-04-12
f4800b11-703d-48e1-af2b-eeb38310138a,Courtney Rest,Air Quality,2024-06-23 16:35:36,42.06,µg/m³,Inactive,Yes,N/A
eb1422e4-144f-410a-92ba-fbcf017fa66d,Tonya Shoals,Temperature,2024-03-26 02:14:56,53.41,°C,Faulty,No,N/A
9e07b810-7607-424a-bee4-3b599baa67c4,Angela Haven,Traffic Flow,2024-05-07 07:33:55,22.98,vehicles/hour,Faulty,No,N/A
c6c53ec1-3a84-450f-b83e-e6faa9ebe8ef,Sarah Stream,Humidity,2024-04-15 18:04:16,64.51,%,Active,No,2024-07-21
f46248eb-677e-4ae3-ad3b-ccdf979a19ea,Hernandez Squares,Humidity,2024-05-22 16:34:33,27.82,%,Active,Yes,2024-06-24
00aa390b-4770-4be2-a793-446bf7527e7b,Sexton Alley,Noise Level,2024-03-16 20:44:16,90.73,dB,Inactive,Yes,N/A
4214e400-b6dd-49a0-a3ab-97047235f0f1,Leah Loop,Noise Level,2024-01-11 23:08:18,82.74,dB,Inactive,No,2024-08-12
669d5252-dda5-4ad2-88b6-45133aa4f8ae,Johnson Islands,Air Quality,2024-04-18 21:45:38,99.87,µg/m³,Inactive,Yes,N/A
c93bad8b-f59b-40e0-93a7-1c4ed96b1d4d,Michelle Way,Traffic Flow,2024-03-19 09:55:55,81.7,vehicles/hour,Inactive,No,N/A
bcef6b81-4a96-4cab-a9c1-33ecfdecd46d,Javier Burgs,Energy Consumption,2024-01-28 08:20:52,16.18,kWh,Inactive,No,2024-03-16
b89cc3c7-759f-4c3b-bb72-17cebbf2010a,Woods Hollow,Traffic Flow,2024-05-21 12:54:11,57.83,vehicles/hour,Inactive,Yes,2024-08-14
fbe171d1-c338-488a-90cb-639cbf9c111a,Perez Club,Energy Consumption,2024-04-04 20:48:04,46.53,kWh,Active,No,2024-02-26
ae1ac644-fbf6-407c-b01f-a4a2fa5b15da,Craig Bypass,Noise Level,2024-08-25 18:55:46,97.42,dB,Faulty,Yes,2024-03-14
e0eb8c17-36bc-41cc-b438-ecb8bc570fed,Stokes Estate,Temperature,2024-03-24 20:27:54,58.25,°C,Active,No,N/A
